Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
245;02-11-2020;09:36:56;21;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
246;02-11-2020;09:36:57;21;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
247;02-11-2020;09:36:57;22;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
248;02-11-2020;09:36:58;22;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
249;02-11-2020;09:36:58;22;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
250;02-11-2020;09:36:58;22;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
251;02-11-2020;09:36:59;22;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
252;02-11-2020;09:36:59;22;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
253;02-11-2020;09:37:00;22;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
254;02-11-2020;09:37:00;22;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
255;02-11-2020;09:37:00;22;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
256;02-11-2020;09:37:15;23;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
257;02-11-2020;09:37:15;23;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
258;02-11-2020;09:37:16;23;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
259;02-11-2020;09:37:16;24;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
260;02-11-2020;09:37:17;24;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
261;02-11-2020;09:37:17;24;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
262;02-11-2020;09:37:18;24;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
263;02-11-2020;09:37:18;23;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
264;02-11-2020;09:37:19;23;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
265;02-11-2020;09:37:19;23;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
266;02-11-2020;09:37:40;23;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
267;02-11-2020;09:37:40;23;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
268;02-11-2020;09:37:41;23;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
269;02-11-2020;09:37:41;24;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
270;02-11-2020;09:37:41;24;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
271;02-11-2020;09:37:47;44;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
272;02-11-2020;09:37:48;44;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
273;02-11-2020;09:37:49;43;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
274;02-11-2020;09:37:50;43;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
275;02-11-2020;09:37:50;43;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
276;02-11-2020;09:37:51;43;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
277;02-11-2020;09:37:52;43;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
278;02-11-2020;09:37:53;34;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
279;02-11-2020;09:37:53;43;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
280;02-11-2020;09:37:53;34;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
281;02-11-2020;09:37:54;44;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
282;02-11-2020;09:37:54;33;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
283;02-11-2020;09:37:55;44;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
284;02-11-2020;09:37:55;33;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
285;02-11-2020;09:37:55;44;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
286;02-11-2020;09:37:55;33;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
287;02-11-2020;09:37:57;34;-;Trovan Unique;0007A5D5D1;-;00000000;00000000;-;""
288;02-11-2020;09:37:58;33;-;Trovan Unique;0007A5D5D1;-;00000000;00000000;-;""
289;02-11-2020;09:37:59;33;-;Trovan Unique;0007A5D5D1;-;00000000;00000000;-;""
290;02-11-2020;09:38:00;32;-;Trovan Unique;0007A5D5D1;-;00000000;00000000;-;""
291;02-11-2020;09:38:00;31;-;Trovan Unique;0007A5D5D1;-;00000000;00000000;-;""
292;02-11-2020;09:38:01;31;-;Trovan Unique;0007A5D5D1;-;00000000;00000000;-;""
293;02-11-2020;09:38:02;32;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
294;02-11-2020;09:38:02;31;-;Trovan Unique;0007DF91C8;-;00000000;00000000;-;""
295;02-11-2020;09:38:03;31;-;Trovan Unique;0007A35269;-;00000000;00000000;-;""
296;02-11-2020;09:38:04;31;-;Trovan Unique;0007E5244C;-;00000000;00000000;-;""
297;02-11-2020;09:38:04;32;-;Trovan Unique;0007DF91C8;-;00000000;00000000;-;""
298;02-11-2020;09:38:04;31;-;Trovan Unique;0007E5244C;-;00000000;00000000;-;""
299;02-11-2020;09:38:04;32;-;Trovan Unique;0007A35269;-;00000000;00000000;-;""
300;02-11-2020;09:38:05;31;-;Trovan Unique;0007E5244C;-;00000000;00000000;-;""
301;02-11-2020;09:38:05;32;-;Trovan Unique;0007A35269;-;00000000;00000000;-;""
302;02-11-2020;09:38:05;32;-;Trovan Unique;0007E5244C;-;00000000;00000000;-;""
303;02-11-2020;09:38:06;31;-;Trovan Unique;0007DF9193;-;00000000;00000000;-;""
304;02-11-2020;09:38:06;32;-;Trovan Unique;0007E5244C;-;00000000;00000000;-;""
305;02-11-2020;09:38:06;31;-;Trovan Unique;0007DF9193;-;00000000;00000000;-;""
306;02-11-2020;09:38:06;32;-;Trovan Unique;0007DF9193;-;00000000;00000000;-;""
307;02-11-2020;09:38:07;33;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
308;02-11-2020;09:38:07;33;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
309;02-11-2020;09:38:08;34;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
310;02-11-2020;09:38:08;34;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
311;02-11-2020;09:38:12;33;-;Trovan Unique;0007E5244C;-;00000000;00000000;-;""
